plan_id,hospital_id,is_in_network,contract_type,rank,distance_score,added_on
PL10275,H200022,yes,cashless,48,30.895,2025-09-30
PL10275,H200694,yes,reimbursement,49,38.861,2025-09-30
PL10275,H200301,yes,cashless,50,46.637,2025-09-30
PL10275,H200559,yes,cashless,51,17.809,2025-09-30
PL10275,H200899,yes,reimbursement,52,47.35,2025-09-30
PL10275,H200474,yes,reimbursement,53,24.855,2025-09-30
PL10275,H200886,yes,cashless,54,49.002,2025-09-30
PL10275,H200624,yes,cashless,55,37.337,2025-09-30
PL10275,H200569,yes,cashless,56,13.578,2025-09-30
PL10275,H200573,yes,cashless,57,1.959,2025-09-30
PL10275,H200517,yes,empanelled,58,14.091,2025-09-30
PL10275,H200329,yes,reimbursement,59,3.42,2025-09-30
PL10275,H200975,yes,cashless,60,37.826,2025-09-30
PL10275,H200377,yes,cashless,61,46.559,2025-09-30
PL10275,H200625,yes,cashless,62,42.828,2025-09-30
PL10275,H200689,yes,cashless,63,40.894,2025-09-30
PL10275,H200116,yes,cashless,64,44.435,2025-09-30
PL10275,H200209,yes,reimbursement,65,37.439,2025-09-30
PL10275,H200974,yes,cashless,66,1.7,2025-09-30
PL10275,H200320,yes,cashless,67,3.831,2025-09-30
PL10275,H200724,yes,cashless,68,31.555,2025-09-30
PL10275,H200432,yes,cashless,69,31.9,2025-09-30
PL10275,H200789,yes,cashless,70,23.049,2025-09-30
PL10275,H200556,yes,cashless,71,0.234,2025-09-30
PL10275,H200931,yes,cashless,72,15.027,2025-09-30
PL10275,H200720,yes,reimbursement,73,7.617,2025-09-30
PL10275,H200506,yes,reimbursement,74,40.861,2025-09-30
PL10275,H200704,yes,reimbursement,75,4.797,2025-09-30
PL10275,H200420,yes,reimbursement,76,16.567,2025-09-30
PL10275,H200386,yes,cashless,77,23.562,2025-09-30
PL10275,H200669,yes,cashless,78,34.683,2025-09-30
PL10275,H200761,yes,reimbursement,79,19.778,2025-09-30
PL10275,H200563,yes,empanelled,80,43.083,2025-09-30
PL10275,H200453,yes,cashless,81,49.031,2025-09-30
PL10275,H200607,yes,reimbursement,82,43.847,2025-09-30
PL10275,H200076,yes,cashless,83,27.054,2025-09-30
PL10275,H200814,yes,cashless,84,39.639,2025-09-30
PL10275,H200604,yes,reimbursement,85,22.462,2025-09-30
PL10275,H200044,yes,reimbursement,86,39.586,2025-09-30
PL10275,H200298,yes,cashless,87,32.87,2025-09-30
PL10275,H200853,yes,cashless,88,10.13,2025-09-30
PL10275,H200304,yes,cashless,89,47.913,2025-09-30
PL10275,H200169,yes,cashless,90,15.19,2025-09-30
PL10275,H200409,yes,reimbursement,91,31.001,2025-09-30
PL10275,H200793,yes,cashless,92,16.461,2025-09-30
PL10275,H200373,yes,cashless,93,41.528,2025-09-30
PL10275,H200951,yes,cashless,94,11.188,2025-09-30
PL10275,H200390,yes,cashless,95,37.173,2025-09-30
PL10275,H200697,yes,empanelled,96,13.716,2025-09-30
PL10275,H200587,yes,reimbursement,97,38.379,2025-09-30
PL10275,H200950,yes,cashless,98,44.402,2025-09-30
PL10275,H200462,yes,cashless,99,11.945,2025-09-30
PL10276,H200949,yes,empanelled,1,40.221,2025-09-30
PL10276,H200900,yes,reimbursement,2,11.119,2025-09-30
PL10276,H200734,yes,cashless,3,25.147,2025-09-30
PL10276,H200360,yes,cashless,4,26.009,2025-09-30
PL10276,H200071,yes,cashless,5,8.535,2025-09-30
PL10276,H200171,yes,reimbursement,6,22.134,2025-09-30
PL10276,H200941,yes,reimbursement,7,10.125,2025-09-30
PL10276,H200705,yes,cashless,8,38.317,2025-09-30
PL10276,H200233,yes,empanelled,9,42.441,2025-09-30
PL10276,H200918,yes,reimbursement,10,46.528,2025-09-30
PL10276,H200346,yes,cashless,11,44.35,2025-09-30
PL10276,H200505,yes,cashless,12,5.202,2025-09-30
PL10276,H200147,yes,reimbursement,13,18.719,2025-09-30
PL10276,H200815,yes,cashless,14,46.46,2025-09-30
PL10276,H200257,yes,reimbursement,15,40.998,2025-09-30
PL10276,H200265,yes,cashless,16,48.9,2025-09-30
PL10276,H200713,yes,cashless,17,3.708,2025-09-30
PL10276,H200727,yes,cashless,18,42.205,2025-09-30
PL10276,H200500,yes,cashless,19,1.008,2025-09-30
PL10276,H200879,yes,cashless,20,18.572,2025-09-30
PL10276,H200026,yes,cashless,21,39.042,2025-09-30
PL10276,H200927,yes,reimbursement,22,21.115,2025-09-30
PL10276,H200891,yes,cashless,23,4.496,2025-09-30
PL10276,H200638,yes,reimbursement,24,8.036,2025-09-30
PL10276,H200200,yes,reimbursement,25,34.445,2025-09-30
PL10276,H200512,yes,cashless,26,19.432,2025-09-30
PL10276,H200288,yes,cashless,27,49.999,2025-09-30
PL10276,H200310,yes,cashless,28,34.92,2025-09-30
PL10276,H200039,yes,reimbursement,29,49.357,2025-09-30
PL10276,H200210,yes,cashless,30,19.072,2025-09-30
PL10276,H200917,yes,reimbursement,31,40.467,2025-09-30
PL10276,H200689,yes,cashless,32,42.007,2025-09-30
PL10276,H200463,yes,cashless,33,36.885,2025-09-30
PL10276,H200366,yes,cashless,34,24.364,2025-09-30
PL10276,H200323,yes,cashless,35,6.688,2025-09-30
PL10276,H200365,yes,reimbursement,36,6.469,2025-09-30
PL10276,H200888,yes,reimbursement,37,29.602,2025-09-30
PL10276,H200109,yes,cashless,38,42.782,2025-09-30
PL10276,H200309,yes,reimbursement,39,26.506,2025-09-30
PL10276,H200642,yes,empanelled,40,44.721,2025-09-30
PL10276,H200958,yes,cashless,41,39.953,2025-09-30
PL10276,H200007,yes,cashless,42,22.061,2025-09-30
PL10276,H200596,yes,cashless,43,27.765,2025-09-30
PL10276,H200640,yes,reimbursement,44,23.038,2025-09-30
PL10276,H200549,yes,empanelled,45,14.939,2025-09-30
PL10276,H200726,yes,reimbursement,46,41.692,2025-09-30
PL10276,H200398,yes,reimbursement,47,43.057,2025-09-30
PL10276,H200215,yes,empanelled,48,32.437,2025-09-30
PL10276,H200643,yes,cashless,49,21.66,2025-09-30
PL10276,H200849,yes,reimbursement,50,15.442,2025-09-30
PL10276,H200497,yes,reimbursement,51,18.458,2025-09-30
PL10276,H200008,yes,cashless,52,2.057,2025-09-30
PL10276,H200482,yes,cashless,53,44.301,2025-09-30
PL10276,H200466,yes,reimbursement,54,35.288,2025-09-30
PL10276,H200363,yes,cashless,55,41.892,2025-09-30
PL10276,H200015,yes,cashless,56,13.646,2025-09-30
PL10276,H200819,yes,empanelled,57,46.234,2025-09-30
PL10276,H200671,yes,cashless,58,41.289,2025-09-30
PL10276,H200970,yes,reimbursement,59,18.801,2025-09-30
PL10276,H200751,yes,empanelled,60,42.888,2025-09-30
PL10276,H200304,yes,cashless,61,10.717,2025-09-30
PL10276,H200758,yes,cashless,62,20.429,2025-09-30
PL10276,H200263,yes,cashless,63,33.517,2025-09-30
PL10276,H200863,yes,cashless,64,9.203,2025-09-30
PL10276,H200088,yes,cashless,65,2.743,2025-09-30
PL10276,H200926,yes,cashless,66,13.442,2025-09-30
PL10276,H200656,yes,reimbursement,67,10.391,2025-09-30
PL10276,H200538,yes,cashless,68,40.139,2025-09-30
PL10276,H200031,yes,cashless,69,3.376,2025-09-30
PL10276,H200674,yes,cashless,70,32.331,2025-09-30
PL10276,H200878,yes,reimbursement,71,9.656,2025-09-30
PL10276,H200921,yes,reimbursement,72,35.943,2025-09-30
PL10276,H200247,yes,cashless,73,16.395,2025-09-30
PL10276,H200494,yes,reimbursement,74,0.919,2025-09-30
PL10276,H200338,yes,reimbursement,75,39.946,2025-09-30
PL10276,H200956,yes,cashless,76,22.692,2025-09-30
PL10276,H200542,yes,reimbursement,77,28.975,2025-09-30
PL10276,H200495,yes,cashless,78,0.542,2025-09-30
PL10276,H200557,yes,cashless,79,5.438,2025-09-30
PL10276,H200916,yes,reimbursement,80,33.195,2025-09-30
PL10276,H200175,yes,empanelled,81,25.234,2025-09-30
PL10276,H200737,yes,reimbursement,82,31.053,2025-09-30
PL10276,H200777,yes,reimbursement,83,27.759,2025-09-30
PL10276,H200107,yes,empanelled,84,4.357,2025-09-30
PL10276,H200287,yes,cashless,85,38.279,2025-09-30
PL10277,H200205,yes,reimbursement,1,9.525,2025-09-30
PL10277,H200686,yes,empanelled,2,21.158,2025-09-30
PL10277,H200495,yes,cashless,3,19.146,2025-09-30
PL10277,H200713,yes,cashless,4,12.506,2025-09-30
PL10277,H200254,yes,cashless,5,44.85,2025-09-30
PL10277,H200153,yes,reimbursement,6,8.721,2025-09-30
PL10277,H200428,yes,cashless,7,35.478,2025-09-30
PL10277,H200073,yes,cashless,8,48.203,2025-09-30
PL10277,H200370,yes,reimbursement,9,48.672,2025-09-30
PL10277,H200868,yes,empanelled,10,37.111,2025-09-30
PL10277,H200150,yes,cashless,11,11.721,2025-09-30
PL10277,H200244,yes,cashless,12,6.866,2025-09-30
PL10277,H200003,yes,empanelled,13,2.583,2025-09-30
PL10277,H200391,yes,reimbursement,14,10.281,2025-09-30
PL10277,H200194,yes,cashless,15,35.255,2025-09-30
PL10277,H200409,yes,reimbursement,16,13.227,2025-09-30
PL10277,H200843,yes,empanelled,17,22.163,2025-09-30
PL10277,H200999,yes,cashless,18,37.566,2025-09-30
PL10277,H200804,yes,cashless,19,41.758,2025-09-30
PL10277,H200573,yes,reimbursement,20,34.37,2025-09-30
PL10277,H200932,yes,empanelled,21,17.43,2025-09-30
PL10277,H200102,yes,reimbursement,22,45.62,2025-09-30
PL10277,H200257,yes,cashless,23,40.258,2025-09-30
PL10277,H200223,yes,reimbursement,24,44.784,2025-09-30
PL10277,H200010,yes,cashless,25,44.606,2025-09-30
PL10277,H200613,yes,cashless,26,16.825,2025-09-30
PL10277,H200618,yes,cashless,27,15.361,2025-09-30
PL10277,H200184,yes,cashless,28,32.72,2025-09-30
PL10277,H200397,yes,cashless,29,6.689,2025-09-30
PL10277,H200813,yes,reimbursement,30,6.14,2025-09-30
PL10277,H200506,yes,cashless,31,41.079,2025-09-30
PL10277,H200941,yes,cashless,32,38.519,2025-09-30
PL10277,H200599,yes,reimbursement,33,42.958,2025-09-30
PL10277,H200719,yes,cashless,34,28.09,2025-09-30
PL10277,H200237,yes,cashless,35,25.071,2025-09-30
PL10277,H200712,yes,cashless,36,40.323,2025-09-30
PL10277,H200078,yes,cashless,37,18.648,2025-09-30
PL10277,H200266,yes,cashless,38,21.201,2025-09-30
PL10277,H200627,yes,empanelled,39,33.218,2025-09-30
PL10277,H200156,yes,empanelled,40,4.422,2025-09-30
PL10277,H200565,yes,cashless,41,42.118,2025-09-30
PL10277,H200160,yes,reimbursement,42,26.879,2025-09-30
PL10277,H200755,yes,reimbursement,43,6.44,2025-09-30
PL10277,H200247,yes,cashless,44,16.527,2025-09-30
PL10277,H200124,yes,reimbursement,45,25.066,2025-09-30
PL10277,H200398,yes,empanelled,46,5.516,2025-09-30
PL10277,H200000,yes,reimbursement,47,36.021,2025-09-30
PL10277,H200401,yes,cashless,48,4.032,2025-09-30
PL10277,H200668,yes,cashless,49,27.983,2025-09-30
PL10277,H200072,yes,cashless,50,8.496,2025-09-30
PL10277,H200986,yes,reimbursement,51,30.787,2025-09-30
PL10277,H200568,yes,reimbursement,52,1.779,2025-09-30
PL10277,H200523,yes,reimbursement,53,27.657,2025-09-30
PL10277,H200933,yes,cashless,54,35.57,2025-09-30
PL10277,H200777,yes,reimbursement,55,9.245,2025-09-30
PL10277,H200486,yes,reimbursement,56,4.534,2025-09-30
PL10277,H200313,yes,cashless,57,36.472,2025-09-30
PL10277,H200318,yes,cashless,58,30.914,2025-09-30
PL10277,H200569,yes,empanelled,59,28.099,2025-09-30
PL10277,H200872,yes,cashless,60,13.638,2025-09-30
PL10277,H200807,yes,reimbursement,61,48.707,2025-09-30
PL10277,H200347,yes,reimbursement,62,13.946,2025-09-30
PL10277,H200045,yes,cashless,63,14.428,2025-09-30
PL10277,H200082,yes,cashless,64,11.556,2025-09-30
PL10277,H200683,yes,cashless,65,19.533,2025-09-30
PL10277,H200716,yes,reimbursement,66,34.989,2025-09-30
PL10277,H200230,yes,empanelled,67,16.956,2025-09-30
PL10277,H200661,yes,empanelled,68,39.657,2025-09-30
PL10277,H200893,yes,cashless,69,24.181,2025-09-30
PL10277,H200641,yes,reimbursement,70,27.195,2025-09-30
PL10277,H200352,yes,cashless,71,47.845,2025-09-30
PL10278,H200670,yes,cashless,1,34.443,2025-09-30
PL10278,H200181,yes,cashless,2,22.913,2025-09-30
PL10278,H200784,yes,cashless,3,22.408,2025-09-30
PL10278,H200038,yes,cashless,4,19.627,2025-09-30
PL10278,H200158,yes,cashless,5,11.424,2025-09-30
PL10278,H200226,yes,cashless,6,18.77,2025-09-30
PL10278,H200795,yes,cashless,7,26.648,2025-09-30
PL10278,H200590,yes,cashless,8,11.849,2025-09-30
PL10278,H200015,yes,empanelled,9,10.331,2025-09-30
PL10278,H200530,yes,reimbursement,10,40.725,2025-09-30
PL10278,H200044,yes,empanelled,11,6.591,2025-09-30
PL10278,H200841,yes,cashless,12,32.286,2025-09-30
PL10278,H200246,yes,reimbursement,13,34.23,2025-09-30
PL10278,H200902,yes,reimbursement,14,10.791,2025-09-30
PL10278,H200350,yes,cashless,15,40.117,2025-09-30
PL10278,H200734,yes,cashless,16,24.104,2025-09-30
PL10278,H200877,yes,empanelled,17,13.905,2025-09-30
PL10278,H200316,yes,cashless,18,21.636,2025-09-30
PL10278,H200910,yes,empanelled,19,48.215,2025-09-30
PL10278,H200751,yes,reimbursement,20,24.564,2025-09-30
PL10278,H200970,yes,reimbursement,21,20.843,2025-09-30
PL10278,H200796,yes,reimbursement,22,25.706,2025-09-30
PL10278,H200615,yes,cashless,23,48.37,2025-09-30
PL10278,H200021,yes,reimbursement,24,25.897,2025-09-30
PL10278,H200677,yes,reimbursement,25,30.767,2025-09-30
PL10278,H200238,yes,empanelled,26,0.616,2025-09-30
PL10278,H200574,yes,cashless,27,14.253,2025-09-30
PL10278,H200306,yes,empanelled,28,32.166,2025-09-30
PL10278,H200043,yes,cashless,29,28.397,2025-09-30
PL10278,H200874,yes,cashless,30,2.369,2025-09-30
PL10278,H200014,yes,empanelled,31,34.751,2025-09-30
PL10278,H200505,yes,empanelled,32,33.856,2025-09-30
PL10278,H200025,yes,cashless,33,22.88,2025-09-30
PL10278,H200512,yes,cashless,34,3.366,2025-09-30
PL10278,H200828,yes,reimbursement,35,14.813,2025-09-30
PL10278,H200059,yes,cashless,36,47.418,2025-09-30
PL10278,H200917,yes,cashless,37,17.862,2025-09-30
PL10278,H200355,yes,cashless,38,2.232,2025-09-30
PL10278,H200950,yes,empanelled,39,33.867,2025-09-30
PL10278,H200775,yes,empanelled,40,37.978,2025-09-30
PL10278,H200668,yes,cashless,41,15.052,2025-09-30
PL10278,H200424,yes,cashless,42,42.588,2025-09-30
PL10278,H200372,yes,empanelled,43,12.302,2025-09-30
PL10278,H200933,yes,cashless,44,3.987,2025-09-30
PL10278,H200360,yes,empanelled,45,6.858,2025-09-30
PL10278,H200450,yes,reimbursement,46,23.315,2025-09-30
PL10278,H200811,yes,cashless,47,28.89,2025-09-30
PL10278,H200171,yes,cashless,48,27.78,2025-09-30
PL10278,H200197,yes,cashless,49,29.366,2025-09-30
PL10278,H200494,yes,cashless,50,38.576,2025-09-30
PL10278,H200511,yes,cashless,51,34.16,2025-09-30
PL10278,H200109,yes,empanelled,52,32.097,2025-09-30
PL10278,H200887,yes,reimbursement,53,17.355,2025-09-30
PL10278,H200336,yes,cashless,54,29.822,2025-09-30
PL10278,H200445,yes,reimbursement,55,41.166,2025-09-30
PL10278,H200851,yes,reimbursement,56,30.06,2025-09-30
PL10278,H200650,yes,empanelled,57,5.428,2025-09-30
PL10278,H200870,yes,cashless,58,15.128,2025-09-30
PL10278,H200728,yes,cashless,59,3.11,2025-09-30
PL10278,H200809,yes,reimbursement,60,41.421,2025-09-30
PL10278,H200017,yes,cashless,61,16.605,2025-09-30
PL10278,H200235,yes,reimbursement,62,23.151,2025-09-30
PL10278,H200608,yes,cashless,63,15.639,2025-09-30
PL10278,H200822,yes,reimbursement,64,6.586,2025-09-30
PL10279,H200128,yes,cashless,1,35.215,2025-09-30
PL10279,H200045,yes,cashless,2,44.562,2025-09-30
PL10279,H200986,yes,empanelled,3,11.675,2025-09-30
PL10279,H200953,yes,reimbursement,4,11.4,2025-09-30
PL10279,H200103,yes,cashless,5,6.651,2025-09-30
PL10279,H200155,yes,reimbursement,6,30.582,2025-09-30
PL10279,H200869,yes,reimbursement,7,9.497,2025-09-30
PL10279,H200897,yes,cashless,8,15.586,2025-09-30
PL10279,H200120,yes,cashless,9,16.87,2025-09-30
PL10279,H200030,yes,cashless,10,16.616,2025-09-30
PL10279,H200782,yes,reimbursement,11,0.712,2025-09-30
PL10279,H200527,yes,cashless,12,27.127,2025-09-30
PL10279,H200913,yes,reimbursement,13,15.909,2025-09-30
PL10279,H200410,yes,reimbursement,14,24.686,2025-09-30
PL10279,H200122,yes,empanelled,15,15.536,2025-09-30
PL10279,H200467,yes,cashless,16,23.964,2025-09-30
PL10279,H200084,yes,reimbursement,17,19.721,2025-09-30
PL10279,H200306,yes,reimbursement,18,44.253,2025-09-30
PL10279,H200754,yes,cashless,19,7.649,2025-09-30
PL10279,H200177,yes,empanelled,20,6.927,2025-09-30
PL10279,H200634,yes,cashless,21,48.676,2025-09-30
PL10279,H200180,yes,reimbursement,22,36.555,2025-09-30
PL10279,H200288,yes,reimbursement,23,31.199,2025-09-30
PL10279,H200364,yes,empanelled,24,48.939,2025-09-30
PL10279,H200221,yes,reimbursement,25,45.553,2025-09-30
PL10279,H200845,yes,cashless,26,35.652,2025-09-30
PL10279,H200315,yes,reimbursement,27,20.913,2025-09-30
PL10279,H200217,yes,reimbursement,28,3.872,2025-09-30
PL10279,H200169,yes,reimbursement,29,21.624,2025-09-30
PL10279,H200579,yes,reimbursement,30,22.847,2025-09-30
PL10279,H200054,yes,reimbursement,31,0.482,2025-09-30
PL10279,H200249,yes,cashless,32,3.755,2025-09-30
PL10279,H200550,yes,cashless,33,11.392,2025-09-30
PL10279,H200590,yes,cashless,34,39.776,2025-09-30
PL10279,H200598,yes,reimbursement,35,46.952,2025-09-30
PL10279,H200944,yes,cashless,36,9.391,2025-09-30
PL10279,H200759,yes,cashless,37,47.295,2025-09-30
PL10279,H200642,yes,empanelled,38,43.618,2025-09-30
PL10279,H200312,yes,cashless,39,49.053,2025-09-30
PL10279,H200914,yes,cashless,40,3.57,2025-09-30
PL10279,H200068,yes,cashless,41,11.836,2025-09-30
PL10279,H200008,yes,cashless,42,16.071,2025-09-30
PL10279,H200777,yes,cashless,43,48.832,2025-09-30
PL10279,H200482,yes,cashless,44,44.151,2025-09-30
PL10279,H200712,yes,cashless,45,20.643,2025-09-30
PL10279,H200346,yes,empanelled,46,32.904,2025-09-30
PL10279,H200219,yes,empanelled,47,6.223,2025-09-30
PL10280,H200645,yes,cashless,1,45.555,2025-09-30
PL10280,H200708,yes,cashless,2,35.124,2025-09-30
PL10280,H200283,yes,reimbursement,3,26.093,2025-09-30
PL10280,H200750,yes,reimbursement,4,33.901,2025-09-30
PL10280,H200175,yes,cashless,5,14.072,2025-09-30
PL10280,H200687,yes,cashless,6,39.251,2025-09-30
PL10280,H200066,yes,cashless,7,26.936,2025-09-30
PL10280,H200168,yes,cashless,8,34.719,2025-09-30
PL10280,H200677,yes,reimbursement,9,38.536,2025-09-30
PL10280,H200319,yes,reimbursement,10,30.471,2025-09-30
PL10280,H200196,yes,reimbursement,11,30.204,2025-09-30
PL10280,H200788,yes,cashless,12,6.439,2025-09-30
PL10280,H200916,yes,cashless,13,26.028,2025-09-30
PL10280,H200763,yes,reimbursement,14,18.645,2025-09-30
PL10280,H200787,yes,reimbursement,15,39.614,2025-09-30
PL10280,H200410,yes,empanelled,16,2.056,2025-09-30
PL10280,H200115,yes,cashless,17,22.524,2025-09-30
PL10280,H200889,yes,empanelled,18,19.928,2025-09-30
PL10280,H200722,yes,cashless,19,47.345,2025-09-30
PL10280,H200077,yes,cashless,20,8.368,2025-09-30
PL10280,H200332,yes,cashless,21,16.119,2025-09-30
PL10280,H200558,yes,reimbursement,22,29.445,2025-09-30
PL10280,H200783,yes,cashless,23,15.443,2025-09-30
PL10280,H200881,yes,cashless,24,7.163,2025-09-30
PL10280,H200154,yes,reimbursement,25,21.419,2025-09-30
PL10280,H200960,yes,empanelled,26,12.049,2025-09-30
PL10280,H200092,yes,cashless,27,2.213,2025-09-30
PL10280,H200036,yes,cashless,28,11.194,2025-09-30
PL10280,H200586,yes,cashless,29,45.31,2025-09-30
PL10280,H200360,yes,reimbursement,30,48.322,2025-09-30
PL10280,H200523,yes,cashless,31,14.723,2025-09-30
PL10280,H200564,yes,cashless,32,0.631,2025-09-30
PL10280,H200912,yes,reimbursement,33,32.25,2025-09-30
PL10280,H200570,yes,cashless,34,47.516,2025-09-30
PL10280,H200690,yes,cashless,35,21.143,2025-09-30
PL10280,H200016,yes,empanelled,36,40.359,2025-09-30
PL10280,H200143,yes,cashless,37,49.606,2025-09-30
PL10280,H200457,yes,cashless,38,0.151,2025-09-30
PL10280,H200959,yes,cashless,39,16.473,2025-09-30
PL10280,H200707,yes,cashless,40,10.79,2025-09-30
PL10280,H200966,yes,cashless,41,29.82,2025-09-30
PL10280,H200820,yes,empanelled,42,23.945,2025-09-30
PL10280,H200703,yes,cashless,43,14.55,2025-09-30
PL10280,H200945,yes,cashless,44,15.142,2025-09-30
PL10280,H200267,yes,cashless,45,18.533,2025-09-30
PL10280,H200378,yes,cashless,46,3.117,2025-09-30
PL10280,H200666,yes,cashless,47,28.178,2025-09-30
PL10280,H200462,yes,cashless,48,8.954,2025-09-30
PL10280,H200479,yes,cashless,49,12.834,2025-09-30
PL10280,H200461,yes,cashless,50,44.749,2025-09-30
PL10281,H200833,yes,reimbursement,1,49.502,2025-09-30
PL10281,H200640,yes,cashless,2,24.072,2025-09-30
PL10281,H200651,yes,cashless,3,6.278,2025-09-30
PL10281,H200518,yes,reimbursement,4,1.093,2025-09-30
PL10281,H200100,yes,empanelled,5,23.449,2025-09-30
PL10281,H200091,yes,cashless,6,18.307,2025-09-30
PL10281,H200250,yes,cashless,7,6.618,2025-09-30
PL10281,H200602,yes,cashless,8,30.537,2025-09-30
PL10281,H200254,yes,reimbursement,9,34.961,2025-09-30
PL10281,H200930,yes,cashless,10,36.64,2025-09-30
PL10281,H200661,yes,reimbursement,11,33.417,2025-09-30
PL10281,H200395,yes,reimbursement,12,34.821,2025-09-30
PL10281,H200789,yes,cashless,13,0.588,2025-09-30
PL10281,H200228,yes,cashless,14,43.688,2025-09-30
PL10281,H200897,yes,reimbursement,15,24.862,2025-09-30
PL10281,H200422,yes,cashless,16,39.611,2025-09-30
PL10281,H200477,yes,reimbursement,17,25.338,2025-09-30
PL10281,H200263,yes,reimbursement,18,23.604,2025-09-30
PL10281,H200976,yes,reimbursement,19,20.461,2025-09-30
PL10281,H200505,yes,reimbursement,20,18.557,2025-09-30
PL10281,H200590,yes,empanelled,21,47.757,2025-09-30
PL10281,H200512,yes,cashless,22,8.897,2025-09-30
PL10281,H200459,yes,cashless,23,24.393,2025-09-30
PL10281,H200357,yes,cashless,24,4.291,2025-09-30
PL10281,H200281,yes,reimbursement,25,42.224,2025-09-30
PL10281,H200179,yes,reimbursement,26,40.209,2025-09-30
PL10281,H200376,yes,cashless,27,34.527,2025-09-30
PL10281,H200390,yes,reimbursement,28,8.382,2025-09-30
PL10281,H200229,yes,reimbursement,29,48.684,2025-09-30
PL10281,H200784,yes,cashless,30,39.746,2025-09-30
PL10281,H200156,yes,cashless,31,6.795,2025-09-30
PL10281,H200382,yes,cashless,32,42.866,2025-09-30
PL10281,H200231,yes,reimbursement,33,46.563,2025-09-30
PL10281,H200034,yes,empanelled,34,15.326,2025-09-30
PL10281,H200300,yes,reimbursement,35,7.972,2025-09-30
PL10281,H200036,yes,reimbursement,36,14.799,2025-09-30
PL10281,H200337,yes,cashless,37,8.662,2025-09-30
PL10281,H200701,yes,cashless,38,37.793,2025-09-30
PL10281,H200988,yes,reimbursement,39,24.504,2025-09-30
PL10281,H200655,yes,cashless,40,48.037,2025-09-30
PL10281,H200494,yes,cashless,41,30.698,2025-09-30
PL10281,H200693,yes,cashless,42,21.012,2025-09-30
PL10281,H200957,yes,cashless,43,47.825,2025-09-30
PL10281,H200804,yes,cashless,44,16.615,2025-09-30
PL10281,H200200,yes,reimbursement,45,11.17,2025-09-30
PL10281,H200858,yes,cashless,46,29.83,2025-09-30
PL10281,H200953,yes,cashless,47,31.735,2025-09-30
PL10281,H200262,yes,empanelled,48,19.119,2025-09-30
PL10281,H200080,yes,cashless,49,22.339,2025-09-30
PL10281,H200904,yes,cashless,50,38.42,2025-09-30
PL10281,H200627,yes,cashless,51,45.831,2025-09-30
PL10281,H200124,yes,cashless,52,26.557,2025-09-30
PL10281,H200997,yes,reimbursement,53,24.71,2025-09-30
PL10281,H200616,yes,reimbursement,54,2.468,2025-09-30
PL10281,H200094,yes,reimbursement,55,8.312,2025-09-30
PL10281,H200068,yes,reimbursement,56,21.898,2025-09-30
PL10281,H200628,yes,cashless,57,18.872,2025-09-30
PL10281,H200312,yes,cashless,58,36.665,2025-09-30
PL10281,H200180,yes,cashless,59,39.833,2025-09-30
PL10281,H200050,yes,reimbursement,60,41.676,2025-09-30
PL10281,H200732,yes,reimbursement,61,49.953,2025-09-30
PL10281,H200175,yes,reimbursement,62,27.866,2025-09-30
PL10281,H200585,yes,reimbursement,63,35.645,2025-09-30
PL10281,H200020,yes,cashless,64,31.05,2025-09-30
PL10281,H200572,yes,cashless,65,34.838,2025-09-30
PL10281,H200491,yes,reimbursement,66,7.709,2025-09-30
PL10281,H200053,yes,cashless,67,4.447,2025-09-30
PL10281,H200448,yes,cashless,68,29.87,2025-09-30
PL10281,H200334,yes,reimbursement,69,3.754,2025-09-30
PL10281,H200356,yes,reimbursement,70,11.404,2025-09-30
PL10281,H200790,yes,cashless,71,10.222,2025-09-30
PL10281,H200013,yes,reimbursement,72,24.886,2025-09-30
PL10281,H200017,yes,cashless,73,7.387,2025-09-30
PL10281,H200689,yes,reimbursement,74,26.283,2025-09-30
PL10281,H200541,yes,cashless,75,41.46,2025-09-30
PL10282,H200449,yes,cashless,1,11.225,2025-09-30
PL10282,H200992,yes,cashless,2,13.086,2025-09-30
PL10282,H200436,yes,cashless,3,42.383,2025-09-30
PL10282,H200830,yes,cashless,4,26.619,2025-09-30
PL10282,H200157,yes,cashless,5,10.529,2025-09-30
PL10282,H200092,yes,cashless,6,22.011,2025-09-30
PL10282,H200314,yes,cashless,7,29.241,2025-09-30
PL10282,H200421,yes,cashless,8,16.462,2025-09-30
PL10282,H200821,yes,cashless,9,23.534,2025-09-30
PL10282,H200806,yes,cashless,10,37.35,2025-09-30
PL10282,H200625,yes,cashless,11,43.801,2025-09-30
PL10282,H200266,yes,cashless,12,34.002,2025-09-30
PL10282,H200514,yes,cashless,13,4.461,2025-09-30
PL10282,H200507,yes,cashless,14,45.496,2025-09-30
PL10282,H200290,yes,reimbursement,15,1.716,2025-09-30
PL10282,H200023,yes,cashless,16,26.33,2025-09-30
PL10282,H200144,yes,reimbursement,17,46.365,2025-09-30
PL10282,H200427,yes,cashless,18,36.288,2025-09-30
PL10282,H200985,yes,empanelled,19,15.959,2025-09-30
PL10282,H200823,yes,reimbursement,20,6.683,2025-09-30
PL10282,H200624,yes,cashless,21,30.38,2025-09-30
PL10282,H200760,yes,reimbursement,22,29.004,2025-09-30
PL10282,H200540,yes,empanelled,23,25.6,2025-09-30
PL10282,H200503,yes,reimbursement,24,23.977,2025-09-30
PL10282,H200131,yes,cashless,25,48.214,2025-09-30
