user_id,planid,event_type,label,date,claim_amount
U0305,PL1043,view,0,2024-09-26,
U0457,PL1006,click,0,2024-07-10,
U0253,PL1006,view,0,2025-03-24,
U0440,PL1056,view,0,2024-09-25,
U0060,PL1050,view,0,2024-09-16,
U0166,PL1022,view,0,2024-07-13,
U0303,PL1015,view,0,2024-06-12,
U0178,PL1004,shortlist,0,2025-07-30,
U0246,PL1024,view,0,2024-04-24,
U0290,PL1045,view,0,2025-03-30,
U0386,PL1059,view,0,2025-03-27,
U0325,PL1049,click,0,2024-12-28,
U0456,PL1029,shortlist,0,2025-03-29,
U0269,PL1019,click,0,2024-12-03,
U0148,PL1058,view,0,2024-11-04,
U0129,PL1016,click,0,2024-07-19,
U0323,PL1051,view,0,2024-07-20,
U0354,PL1059,click,0,2024-12-18,
U0396,PL1047,shortlist,0,2024-06-30,
U0303,PL1003,view,0,2025-03-22,
U0258,PL1050,click,0,2025-07-22,
U0180,PL1056,shortlist,0,2024-06-27,
U0331,PL1026,view,0,2025-07-09,
U0343,PL1047,click,0,2024-09-16,
U0147,PL1004,view,0,2024-10-09,
U0247,PL1013,click,0,2024-05-27,
U0460,PL1041,view,0,2025-04-02,
U0186,PL1047,view,0,2024-05-20,
U0001,PL1044,click,0,2024-05-17,
U0291,PL1051,view,0,2024-08-08,
U0431,PL1022,view,0,2025-03-14,
U0042,PL1040,view,0,2025-09-25,
U0216,PL1040,view,0,2025-03-08,
U0229,PL1053,click,0,2025-07-08,
U0300,PL1036,view,0,2025-08-22,
U0319,PL1028,view,0,2025-08-29,
U0052,PL1030,click,0,2024-07-11,
U0284,PL1022,click,0,2025-09-25,
U0351,PL1008,view,0,2025-07-12,
U0233,PL1011,view,0,2025-05-07,
U0168,PL1033,view,0,2025-01-21,
U0131,PL1055,view,0,2025-03-23,
U0408,PL1050,click,0,2024-07-18,
U0179,PL1026,view,0,2025-09-19,
U0346,PL1053,click,0,2024-05-11,
U0022,PL1037,click,0,2025-01-01,
U0463,PL1019,view,0,2024-06-05,
U0329,PL1048,view,0,2024-04-17,
U0148,PL1010,view,0,2024-05-27,
U0205,PL1004,view,0,2025-03-31,
U0173,PL1013,view,0,2025-03-25,
U0382,PL1046,view,0,2025-08-31,
U0262,PL1040,view,0,2024-07-12,
U0212,PL1019,view,0,2024-06-02,
U0422,PL1039,click,0,2025-05-15,
U0498,PL1042,view,0,2024-11-08,
U0242,PL1061,view,0,2025-08-12,
U0353,PL1004,shortlist,0,2024-08-10,
U0350,PL1026,click,0,2025-07-18,
U0404,PL1043,click,0,2025-09-24,
U0336,PL1022,view,0,2025-01-23,
U0480,PL1024,click,0,2024-07-23,
U0244,PL1052,view,0,2025-03-23,
U0446,PL1011,view,0,2024-06-17,
U0231,PL1019,click,0,2025-01-30,
U0280,PL1055,click,0,2025-09-24,
U0140,PL1025,shortlist,0,2024-09-22,
U0341,PL1055,view,0,2025-03-15,
U0058,PL1049,click,0,2025-03-29,
U0061,PL1042,view,0,2025-06-02,
U0060,PL1022,view,0,2024-04-27,
U0455,PL1030,shortlist,0,2025-02-08,
U0056,PL1027,view,0,2024-05-19,
U0488,PL1013,view,0,2024-10-17,
U0327,PL1018,view,0,2025-06-23,
U0478,PL1049,view,0,2025-03-28,
U0080,PL1054,view,0,2024-09-22,
U0288,PL1005,view,0,2025-08-22,
U0418,PL1038,click,0,2025-07-02,
U0142,PL1001,view,0,2024-08-14,
U0032,PL1033,view,0,2024-05-13,
U0060,PL1025,view,0,2024-09-29,
U0092,PL1019,view,0,2024-06-24,
U0004,PL1029,view,0,2024-12-22,
U0327,PL1044,view,0,2024-12-10,
U0156,PL1046,click,0,2025-04-03,
U0498,PL1002,view,0,2024-05-11,
U0203,PL1042,click,0,2024-11-25,
U0350,PL1051,click,0,2025-04-23,
U0074,PL1034,view,0,2024-11-06,
U0445,PL1050,shortlist,0,2024-06-28,
U0232,PL1028,view,0,2025-04-20,
U0332,PL1020,view,0,2025-03-09,
U0233,PL1008,click,0,2025-04-08,
U0335,PL1061,view,0,2024-12-20,
U0361,PL1021,view,0,2025-09-12,
U0240,PL1053,view,0,2025-07-26,
U0161,PL1047,view,0,2025-07-12,
U0098,PL1031,view,0,2024-05-25,
U0491,PL1053,click,0,2025-07-23,
U0276,PL1027,click,0,2024-10-08,
U0430,PL1049,view,0,2025-08-21,
U0224,PL1049,view,0,2025-03-03,
U0425,PL1028,view,0,2024-05-13,
U0119,PL1029,click,0,2024-10-18,
U0154,PL1054,view,0,2025-04-03,
U0071,PL1048,view,0,2025-08-01,
U0003,PL1013,view,0,2024-09-08,
U0376,PL1035,view,0,2025-04-25,
U0067,PL1034,view,0,2025-09-27,
U0044,PL1015,view,0,2024-11-21,
U0334,PL1030,click,0,2024-04-23,
U0174,PL1011,view,0,2025-06-06,
U0138,PL1021,view,0,2025-09-08,
U0447,PL1049,view,0,2024-10-15,
U0458,PL1021,view,0,2024-10-26,
U0182,PL1045,click,0,2024-12-30,
U0134,PL1050,click,0,2024-06-21,
U0002,PL1037,click,0,2025-06-15,
U0283,PL1043,view,0,2025-07-02,
U0268,PL1046,view,0,2025-09-22,
U0340,PL1059,view,0,2025-04-03,
U0432,PL1050,view,0,2025-06-05,
U0344,PL1030,click,0,2025-01-28,
U0434,PL1060,view,0,2025-02-23,
U0143,PL1048,view,0,2024-07-02,
U0290,PL1007,view,0,2024-11-03,
U0162,PL1026,view,0,2025-04-13,
U0096,PL1054,click,0,2024-07-14,
U0031,PL1025,view,0,2024-04-21,
U0176,PL1055,view,0,2025-04-04,
U0335,PL1038,shortlist,0,2024-07-02,
U0068,PL1024,view,0,2024-11-24,
U0278,PL1014,view,0,2025-02-06,
U0048,PL1029,click,0,2024-05-08,
U0051,PL1007,shortlist,0,2024-08-30,
U0335,PL1005,click,0,2025-03-19,
U0434,PL1021,view,0,2025-01-29,
U0191,PL1010,view,0,2024-08-31,
U0222,PL1027,click,0,2024-12-21,
U0032,PL1022,view,0,2024-09-13,
U0100,PL1032,view,0,2024-06-14,
U0020,PL1046,click,0,2024-12-03,
U0019,PL1052,view,0,2025-01-01,
U0457,PL1032,click,0,2024-04-28,
U0270,PL1021,view,0,2024-12-13,
U0353,PL1002,click,0,2025-03-16,
U0442,PL1053,view,0,2024-08-28,
U0103,PL1035,shortlist,0,2025-04-23,
U0337,PL1035,view,0,2025-05-25,
U0003,PL1008,click,0,2024-08-12,
U0058,PL1060,view,0,2024-06-25,
U0289,PL1014,shortlist,0,2024-08-08,
U0377,PL1002,click,0,2024-07-11,
U0364,PL1003,view,0,2025-04-08,
U0075,PL1052,view,0,2024-11-28,
U0064,PL1036,click,0,2024-04-24,
U0152,PL1016,view,0,2025-08-20,
U0455,PL1034,shortlist,0,2025-07-26,
U0482,PL1052,enroll,1,2024-06-05,
U0076,PL1019,view,0,2024-12-31,
U0457,PL1010,view,0,2025-01-15,
U0243,PL1012,shortlist,0,2025-08-14,
U0078,PL1020,view,0,2025-07-31,
U0392,PL1004,view,0,2025-05-03,
U0455,PL1016,view,0,2024-10-21,
U0239,PL1051,shortlist,0,2024-08-18,
U0319,PL1050,view,0,2024-08-13,
U0339,PL1056,click,0,2025-03-09,
U0215,PL1053,view,0,2024-04-08,
U0184,PL1001,view,0,2024-07-18,
U0339,PL1005,click,0,2025-01-05,
U0295,PL1051,click,0,2024-08-06,
U0446,PL1047,click,0,2025-02-07,
U0106,PL1019,view,0,2025-07-16,
U0071,PL1039,click,0,2025-07-08,
U0082,PL1027,click,0,2024-04-08,
U0371,PL1053,view,0,2024-08-08,
U0241,PL1004,view,0,2024-05-25,
U0499,PL1034,click,0,2025-03-23,
U0418,PL1024,click,0,2024-10-16,
U0308,PL1038,view,0,2024-10-29,
U0248,PL1036,view,0,2025-04-14,
U0015,PL1029,view,0,2025-02-05,
U0268,PL1034,click,0,2025-07-08,
U0340,PL1028,view,0,2024-12-13,
U0268,PL1022,view,0,2024-12-20,
U0083,PL1052,click,0,2024-10-20,
U0214,PL1040,click,0,2025-04-29,
U0409,PL1038,view,0,2025-05-04,
U0031,PL1017,view,0,2025-01-09,
U0145,PL1035,view,0,2024-11-27,
U0161,PL1003,click,0,2025-09-26,
U0095,PL1039,click,0,2025-03-16,
U0232,PL1050,click,0,2024-10-16,
U0021,PL1045,view,0,2025-07-23,
U0175,PL1028,click,0,2024-12-28,
U0449,PL1012,view,0,2025-09-19,
U0483,PL1055,view,0,2025-04-16,
U0282,PL1053,click,0,2025-06-30,
U0024,PL1010,view,0,2025-08-01,
U0057,PL1035,shortlist,0,2024-07-18,
U0235,PL1031,click,0,2025-05-14,
U0451,PL1024,click,0,2024-07-28,
U0104,PL1060,shortlist,0,2024-12-09,
U0144,PL1058,view,0,2025-04-09,
U0125,PL1010,view,0,2025-02-15,
U0463,PL1039,click,0,2024-06-08,
U0464,PL1023,view,0,2025-08-15,
U0202,PL1043,click,0,2025-04-20,
U0295,PL1033,view,0,2025-04-20,
U0237,PL1044,click,0,2024-09-13,
U0017,PL1018,click,0,2025-03-21,
U0105,PL1050,click,0,2024-10-05,
U0296,PL1027,view,0,2024-04-14,
U0228,PL1038,view,0,2025-04-28,
U0330,PL1016,click,0,2025-09-15,
U0362,PL1056,view,0,2024-11-09,
U0154,PL1054,view,0,2025-08-29,
U0279,PL1060,click,0,2025-08-21,
U0415,PL1053,view,0,2024-05-21,
U0405,PL1039,shortlist,0,2024-08-17,
U0041,PL1052,click,0,2024-07-30,
U0291,PL1018,view,0,2024-09-26,
U0053,PL1041,shortlist,0,2024-11-26,
U0307,PL1058,click,0,2024-06-12,
U0093,PL1013,view,0,2025-06-06,
U0258,PL1028,click,0,2025-06-17,
U0298,PL1014,view,0,2025-06-07,
U0366,PL1005,view,0,2025-08-25,
U0127,PL1028,view,0,2025-01-19,
U0171,PL1049,view,0,2025-02-12,
U0464,PL1003,view,0,2024-05-11,
U0231,PL1056,shortlist,0,2025-07-16,
U0434,PL1013,view,0,2024-10-17,
U0117,PL1008,click,0,2025-03-29,
U0189,PL1010,view,0,2024-06-22,
U0249,PL1041,view,0,2024-07-29,
U0342,PL1030,view,0,2024-05-23,
U0202,PL1038,view,0,2024-04-11,
U0014,PL1043,click,0,2024-10-24,
U0176,PL1032,view,0,2025-07-22,
U0210,PL1012,view,0,2025-09-15,
U0112,PL1024,view,0,2025-03-14,
U0084,PL1006,click,0,2025-08-17,
U0277,PL1057,view,0,2025-09-20,
U0188,PL1051,view,0,2024-11-03,
U0425,PL1020,click,0,2024-11-03,
U0406,PL1058,shortlist,0,2025-04-13,
U0396,PL1047,view,0,2024-06-03,
U0045,PL1017,view,0,2024-06-12,
U0262,PL1038,view,0,2024-12-28,
U0100,PL1011,click,0,2024-05-10,
U0312,PL1053,click,0,2024-07-29,
U0262,PL1033,view,0,2024-12-23,
U0205,PL1051,view,0,2024-08-31,
U0279,PL1052,view,0,2025-08-30,
U0300,PL1044,click,0,2024-11-21,
U0435,PL1061,view,0,2024-09-08,
U0352,PL1032,view,0,2025-04-08,
U0355,PL1051,view,0,2025-07-14,
U0381,PL1014,view,0,2025-03-29,
U0117,PL1036,view,0,2025-09-22,
U0416,PL1005,view,0,2024-11-22,
U0432,PL1060,click,0,2025-07-20,
U0361,PL1036,click,0,2024-12-22,
U0163,PL1025,view,0,2025-03-19,
U0033,PL1009,view,0,2025-07-07,
U0270,PL1021,view,0,2025-06-04,
U0190,PL1015,shortlist,0,2024-11-16,
U0313,PL1011,click,0,2025-06-25,
U0241,PL1018,click,0,2024-05-05,
U0171,PL1014,shortlist,0,2024-10-27,
U0309,PL1002,view,0,2025-08-11,
U0260,PL1003,click,0,2024-11-27,
U0349,PL1015,view,0,2024-06-09,
U0076,PL1037,view,0,2025-09-16,
U0297,PL1041,click,0,2024-10-07,
U0049,PL1033,view,0,2025-09-16,
U0096,PL1048,view,0,2025-06-16,
U0382,PL1054,click,0,2025-02-11,
U0165,PL1019,view,0,2025-09-29,
U0016,PL1008,shortlist,0,2024-08-12,
U0477,PL1027,shortlist,0,2024-04-14,
U0249,PL1047,view,0,2024-11-09,
U0020,PL1054,view,0,2025-01-02,
U0178,PL1052,view,0,2024-11-23,
U0015,PL1046,view,0,2025-01-03,
U0196,PL1030,view,0,2025-09-17,
U0209,PL1022,click,0,2024-09-14,
U0147,PL1016,view,0,2025-03-16,
U0441,PL1045,view,0,2025-02-05,
U0367,PL1059,view,0,2024-07-19,
U0075,PL1054,view,0,2025-03-10,
U0239,PL1036,view,0,2024-07-19,
U0409,PL1020,view,0,2025-06-09,
U0328,PL1004,click,0,2025-03-26,
U0274,PL1060,enroll,1,2024-06-05,
U0141,PL1007,view,0,2024-09-05,
U0256,PL1023,view,0,2024-09-09,
U0217,PL1046,click,0,2024-05-12,
U0441,PL1036,click,0,2024-09-09,
U0060,PL1012,view,0,2025-07-16,
U0126,PL1017,view,0,2024-07-23,
U0101,PL1061,view,0,2024-05-04,
U0343,PL1010,click,0,2025-03-22,
U0104,PL1048,view,0,2024-09-18,
U0236,PL1004,view,0,2025-04-30,
U0296,PL1061,click,0,2024-12-24,
U0482,PL1003,view,0,2025-07-14,
U0382,PL1007,view,0,2025-01-01,
U0112,PL1020,click,0,2025-02-22,
U0471,PL1032,view,0,2025-09-11,
U0454,PL1047,click,0,2024-04-21,
U0362,PL1055,view,0,2025-02-01,
U0421,PL1029,view,0,2025-05-04,
U0199,PL1024,view,0,2024-05-26,
U0319,PL1053,click,0,2025-07-19,
U0193,PL1036,view,0,2025-04-25,
U0451,PL1060,view,0,2024-12-15,
U0031,PL1058,click,0,2024-05-01,
U0389,PL1035,shortlist,0,2024-11-09,
U0444,PL1019,click,0,2024-06-25,
U0323,PL1023,view,0,2025-08-06,
U0088,PL1044,view,0,2025-01-06,
U0212,PL1012,view,0,2024-09-22,
U0250,PL1051,view,0,2024-11-28,
U0427,PL1018,click,0,2025-08-08,
U0062,PL1028,view,0,2024-12-22,
U0041,PL1012,click,0,2025-04-23,
U0443,PL1033,click,0,2025-07-09,
U0189,PL1055,click,0,2024-07-26,
U0451,PL1028,click,0,2024-12-17,
U0069,PL1033,click,0,2024-08-23,
U0130,PL1015,view,0,2024-11-13,
U0221,PL1046,view,0,2024-04-14,
U0272,PL1031,view,0,2025-07-04,
U0014,PL1060,shortlist,0,2024-06-04,
U0404,PL1044,click,0,2025-08-02,
U0485,PL1006,click,0,2025-07-16,
U0159,PL1003,click,0,2024-09-22,
U0291,PL1030,view,0,2025-08-30,
U0346,PL1027,view,0,2025-08-03,
U0317,PL1040,click,0,2025-06-08,
U0190,PL1006,view,0,2025-01-24,
U0402,PL1010,click,0,2024-05-26,
U0130,PL1006,view,0,2025-05-24,
U0079,PL1017,click,0,2025-07-21,
U0490,PL1019,view,0,2024-11-22,
U0225,PL1022,shortlist,0,2025-03-22,
U0063,PL1031,shortlist,0,2024-09-26,
U0412,PL1053,click,0,2025-02-13,
U0050,PL1011,view,0,2025-08-30,
U0376,PL1031,click,0,2024-10-08,
U0226,PL1011,click,0,2024-07-11,
U0094,PL1019,view,0,2024-08-12,
U0048,PL1014,click,0,2024-07-20,
U0174,PL1025,view,0,2024-12-11,
U0151,PL1019,shortlist,0,2024-07-10,
U0212,PL1038,view,0,2025-03-05,
U0499,PL1057,view,0,2025-08-29,
U0254,PL1035,shortlist,0,2025-05-20,
U0480,PL1054,click,0,2025-08-27,
U0068,PL1037,view,0,2025-06-16,
U0036,PL1050,view,0,2025-05-14,
U0391,PL1049,view,0,2024-11-15,
U0202,PL1032,shortlist,0,2025-07-27,
U0110,PL1021,view,0,2024-08-29,
U0310,PL1015,view,0,2024-12-30,
U0132,PL1021,view,0,2024-09-03,
U0415,PL1006,click,0,2025-03-05,
U0381,PL1023,view,0,2024-09-29,
U0265,PL1029,click,0,2024-10-29,
U0235,PL1011,view,0,2024-07-24,
U0143,PL1026,view,0,2025-03-19,
U0471,PL1030,view,0,2025-06-25,
U0049,PL1022,click,0,2024-12-17,
U0401,PL1016,view,0,2024-12-10,
U0047,PL1061,view,0,2024-10-08,
U0019,PL1007,click,0,2024-09-23,
U0488,PL1040,view,0,2024-05-26,
U0466,PL1037,click,0,2025-04-21,
U0206,PL1027,view,0,2025-03-08,
U0412,PL1028,view,0,2024-06-29,
U0389,PL1055,view,0,2025-02-15,
U0437,PL1017,click,0,2024-10-28,
U0188,PL1046,view,0,2024-08-07,
U0134,PL1052,view,0,2024-10-08,
U0149,PL1012,click,0,2025-05-02,
U0211,PL1042,click,0,2024-06-23,
U0466,PL1033,view,0,2024-11-27,
U0369,PL1058,view,0,2024-05-22,
U0200,PL1003,click,0,2025-06-16,
U0021,PL1029,click,0,2024-05-21,
U0386,PL1011,click,0,2024-05-21,
U0001,PL1048,click,0,2025-07-29,
U0246,PL1020,click,0,2025-02-19,
U0205,PL1042,view,0,2025-01-24,
U0077,PL1059,view,0,2025-08-17,
U0403,PL1046,view,0,2024-08-19,
U0427,PL1005,shortlist,0,2024-09-23,
U0282,PL1030,click,0,2025-07-30,
U0133,PL1007,view,0,2025-05-03,
U0269,PL1021,click,0,2024-06-17,
U0453,PL1025,click,0,2025-05-15,
U0128,PL1025,view,0,2024-12-27,
U0188,PL1039,view,0,2024-05-31,
U0259,PL1031,view,0,2025-08-14,
U0407,PL1030,view,0,2024-11-02,
U0361,PL1056,view,0,2025-01-05,
U0427,PL1005,view,0,2024-08-02,
U0363,PL1022,click,0,2025-08-01,
U0177,PL1027,view,0,2025-03-30,
U0418,PL1018,click,0,2024-05-04,
U0232,PL1022,view,0,2025-05-06,
U0340,PL1058,view,0,2025-03-03,
U0318,PL1054,view,0,2025-03-25,
U0115,PL1020,view,0,2024-07-14,
U0338,PL1021,click,0,2025-01-30,
U0227,PL1026,view,0,2024-11-27,
U0306,PL1019,view,0,2025-03-01,
U0379,PL1058,shortlist,0,2024-06-27,
U0482,PL1048,view,0,2025-06-03,
U0026,PL1017,view,0,2025-08-18,
U0225,PL1029,view,0,2025-06-16,
U0028,PL1032,click,0,2024-10-25,
U0285,PL1035,view,0,2025-09-26,
U0178,PL1041,view,0,2025-01-31,
U0021,PL1050,view,0,2025-02-11,
U0423,PL1021,shortlist,0,2024-08-08,
U0237,PL1030,click,0,2024-12-25,
U0477,PL1011,view,0,2024-05-15,
U0349,PL1004,view,0,2025-05-27,
U0007,PL1026,view,0,2024-05-15,
U0384,PL1044,view,0,2025-03-31,
U0303,PL1011,click,0,2025-02-02,
U0038,PL1060,view,0,2025-03-26,
U0155,PL1034,view,0,2025-08-16,
U0167,PL1003,click,0,2025-05-09,
U0060,PL1034,view,0,2024-07-04,
U0085,PL1027,click,0,2024-07-09,
U0383,PL1018,view,0,2024-06-25,
U0055,PL1007,view,0,2024-05-11,
U0391,PL1024,click,0,2024-07-22,
U0016,PL1014,shortlist,0,2025-08-18,
U0306,PL1044,view,0,2025-06-21,
U0315,PL1018,click,0,2024-08-23,
U0377,PL1017,click,0,2025-09-01,
U0172,PL1021,click,0,2024-07-10,
U0386,PL1022,view,0,2024-08-26,
U0185,PL1043,view,0,2025-05-17,
U0290,PL1020,view,0,2024-10-13,
U0138,PL1037,view,0,2025-03-07,
U0452,PL1026,view,0,2025-05-12,
U0373,PL1023,view,0,2024-10-11,
U0377,PL1010,click,0,2025-07-28,
U0391,PL1055,view,0,2025-07-22,
U0019,PL1054,view,0,2024-09-26,
U0294,PL1038,click,0,2025-05-23,
U0040,PL1050,shortlist,0,2024-10-20,
U0441,PL1046,view,0,2024-08-06,
U0168,PL1045,shortlist,0,2025-02-20,
U0484,PL1028,view,0,2025-02-23,
U0410,PL1032,view,0,2024-12-03,
U0427,PL1016,click,0,2024-09-06,
U0497,PL1022,click,0,2025-07-25,
U0477,PL1026,click,0,2025-05-01,
U0350,PL1025,click,0,2025-01-16,
U0325,PL1061,view,0,2025-07-17,
U0330,PL1056,click,0,2025-02-12,
U0230,PL1003,view,0,2025-09-17,
U0363,PL1037,view,0,2025-06-13,
U0396,PL1038,view,0,2024-11-20,
U0110,PL1053,click,0,2024-06-15,
U0059,PL1033,click,0,2025-07-26,
U0037,PL1032,view,0,2024-10-13,
U0344,PL1019,view,0,2024-07-06,
U0078,PL1022,view,0,2024-12-06,
U0443,PL1039,view,0,2025-07-04,
U0383,PL1018,click,0,2024-05-15,
U0300,PL1029,click,0,2025-09-21,
U0096,PL1013,click,0,2024-07-20,
U0078,PL1004,view,0,2025-03-03,
U0344,PL1018,view,0,2025-02-28,
U0428,PL1044,view,0,2024-12-19,
U0223,PL1026,view,0,2025-07-24,
U0023,PL1046,view,0,2024-11-02,
U0415,PL1010,shortlist,0,2025-08-04,
U0346,PL1060,view,0,2024-12-02,
U0451,PL1028,view,0,2024-05-16,
U0039,PL1017,view,0,2025-05-03,
U0347,PL1020,view,0,2024-07-25,
U0036,PL1032,view,0,2024-08-10,
U0480,PL1055,view,0,2024-09-26,
U0186,PL1049,click,0,2025-09-11,
U0157,PL1003,view,0,2025-03-24,
U0442,PL1034,click,0,2025-04-23,
U0015,PL1045,click,0,2025-05-26,
U0472,PL1050,shortlist,0,2024-08-11,
U0311,PL1021,view,0,2024-05-06,
U0496,PL1039,view,0,2025-09-20,
U0242,PL1035,shortlist,0,2025-03-28,
U0388,PL1031,click,0,2025-09-27,
U0263,PL1004,view,0,2025-08-24,
U0311,PL1039,view,0,2025-03-30,
U0075,PL1032,view,0,2024-11-04,
U0225,PL1011,click,0,2024-12-28,
U0239,PL1028,click,0,2025-01-31,
U0075,PL1049,view,0,2025-07-19,
U0008,PL1010,view,0,2024-10-16,
U0409,PL1024,view,0,2025-05-30,
U0263,PL1020,view,0,2025-07-03,
U0211,PL1054,click,0,2024-12-03,
U0158,PL1022,click,0,2025-09-15,
U0308,PL1043,view,0,2024-08-08,
U0071,PL1046,view,0,2024-06-24,
U0357,PL1028,click,0,2025-09-23,
U0257,PL1053,click,0,2025-07-30,
U0061,PL1052,view,0,2024-12-15,
U0263,PL1036,view,0,2025-02-24,
U0434,PL1004,view,0,2025-08-16,
U0047,PL1033,view,0,2025-03-30,
U0380,PL1020,view,0,2024-10-03,
U0117,PL1006,click,0,2025-07-17,
U0415,PL1028,click,0,2024-12-21,
U0079,PL1028,click,0,2025-05-14,
U0234,PL1004,view,0,2024-10-19,
U0305,PL1010,click,0,2024-12-22,
U0476,PL1028,view,0,2024-05-01,
U0359,PL1050,view,0,2024-05-24,
U0435,PL1006,click,0,2024-04-17,
U0296,PL1047,view,0,2025-02-01,
U0307,PL1019,view,0,2025-04-12,
U0372,PL1018,click,0,2024-11-01,
U0324,PL1020,click,0,2024-11-13,
U0324,PL1019,view,0,2024-08-20,
U0208,PL1057,view,0,2025-08-28,
U0298,PL1026,click,0,2025-08-15,
U0030,PL1053,click,0,2024-07-30,
U0344,PL1056,view,0,2024-07-20,
U0354,PL1012,view,0,2025-03-14,
U0088,PL1057,click,0,2025-04-19,
U0314,PL1022,view,0,2025-01-23,
U0230,PL1043,view,0,2024-11-17,
U0009,PL1025,view,0,2024-08-14,
U0381,PL1042,shortlist,0,2025-08-07,
U0394,PL1019,view,0,2025-03-28,
U0005,PL1026,shortlist,0,2024-07-08,
U0365,PL1002,view,0,2025-05-31,
U0308,PL1031,view,0,2025-08-05,
U0391,PL1028,click,0,2024-12-11,
U0075,PL1028,click,0,2025-02-07,
U0468,PL1040,click,0,2025-05-26,
U0214,PL1023,shortlist,0,2025-09-13,
U0103,PL1059,view,0,2024-06-18,
U0004,PL1032,click,0,2024-11-12,
U0268,PL1038,view,0,2025-02-25,
U0426,PL1049,view,0,2024-07-24,
U0245,PL1024,view,0,2025-05-14,
U0367,PL1011,view,0,2024-04-10,
U0174,PL1020,view,0,2024-09-27,
U0351,PL1059,view,0,2024-11-27,
U0458,PL1045,view,0,2024-05-27,
U0445,PL1038,view,0,2025-03-14,
U0498,PL1001,view,0,2024-06-09,
U0154,PL1024,view,0,2025-04-06,
U0450,PL1026,view,0,2024-04-13,
U0185,PL1022,shortlist,0,2025-04-04,
U0200,PL1059,view,0,2025-01-23,
U0184,PL1019,view,0,2025-01-14,
U0253,PL1027,view,0,2025-08-20,
U0413,PL1008,view,0,2024-07-09,
U0223,PL1048,view,0,2024-12-28,
U0013,PL1010,click,0,2025-02-08,
U0111,PL1021,view,0,2025-01-25,
U0301,PL1034,view,0,2025-02-23,
U0470,PL1022,click,0,2025-09-08,
U0286,PL1049,view,0,2025-01-19,
U0102,PL1035,shortlist,0,2025-09-15,
U0453,PL1015,view,0,2025-05-07,
U0046,PL1030,view,0,2024-08-24,
U0327,PL1040,click,0,2025-01-31,
U0286,PL1017,view,0,2024-10-21,
U0187,PL1033,view,0,2024-08-14,
U0379,PL1015,view,0,2025-08-19,
U0314,PL1022,view,0,2024-06-07,
U0389,PL1044,click,0,2025-05-02,
U0064,PL1029,view,0,2025-02-25,
U0140,PL1031,click,0,2024-09-03,
U0296,PL1011,click,0,2024-07-04,
U0050,PL1024,view,0,2024-09-10,
U0095,PL1004,click,0,2025-03-13,
U0014,PL1008,shortlist,0,2025-06-07,
U0391,PL1022,view,0,2025-03-11,
U0494,PL1055,view,0,2025-03-20,
U0280,PL1051,view,0,2025-04-09,
U0057,PL1057,view,0,2025-01-19,
U0068,PL1052,click,0,2025-01-16,
U0072,PL1060,shortlist,0,2024-07-30,
U0021,PL1004,view,0,2025-04-17,
U0472,PL1035,view,0,2025-07-31,
U0268,PL1031,view,0,2024-07-20,
U0412,PL1030,click,0,2024-05-02,
U0117,PL1002,view,0,2024-04-29,
U0107,PL1018,shortlist,0,2025-07-20,
U0095,PL1054,view,0,2025-01-08,
U0344,PL1061,click,0,2025-06-03,
U0215,PL1045,view,0,2025-06-14,
U0026,PL1012,click,0,2024-12-05,
U0208,PL1046,view,0,2024-04-18,
U0277,PL1014,view,0,2025-07-30,
U0104,PL1018,view,0,2025-05-30,
U0176,PL1050,view,0,2024-06-06,
U0085,PL1047,click,0,2024-11-17,
U0454,PL1039,click,0,2025-08-27,
U0180,PL1060,view,0,2024-10-22,
U0418,PL1029,view,0,2024-12-29,
U0227,PL1029,view,0,2024-05-29,
U0196,PL1024,click,0,2024-09-13,
U0407,PL1036,view,0,2025-09-04,
U0129,PL1006,click,0,2024-06-19,
U0141,PL1035,click,0,2025-03-19,
U0088,PL1033,view,0,2024-12-06,
U0399,PL1032,view,0,2024-10-14,
U0201,PL1013,view,0,2024-11-14,
U0408,PL1019,view,0,2025-07-20,
U0090,PL1027,view,0,2025-05-22,
U0280,PL1018,view,0,2025-08-01,
U0016,PL1001,view,0,2024-12-20,
U0448,PL1040,view,0,2024-12-11,
U0385,PL1042,click,0,2024-09-29,
U0451,PL1034,click,0,2024-05-09,
U0440,PL1036,view,0,2024-08-11,
U0404,PL1003,view,0,2024-07-17,
U0434,PL1020,view,0,2025-05-14,
U0441,PL1028,click,0,2024-07-27,
U0353,PL1009,view,0,2025-03-15,
U0038,PL1046,view,0,2025-04-29,
U0072,PL1028,click,0,2024-06-14,
U0143,PL1010,click,0,2024-12-24,
U0198,PL1009,click,0,2024-06-12,
U0195,PL1046,shortlist,0,2024-07-06,
U0265,PL1010,view,0,2024-12-19,
U0386,PL1056,shortlist,0,2025-05-28,
U0089,PL1015,view,0,2024-06-16,
U0045,PL1004,click,0,2025-07-09,
U0212,PL1034,click,0,2025-07-28,
U0322,PL1047,click,0,2024-08-10,
U0145,PL1051,view,0,2025-02-14,
U0233,PL1046,view,0,2025-04-29,
U0204,PL1002,view,0,2025-07-13,
U0179,PL1021,click,0,2024-08-11,
U0025,PL1029,view,0,2024-08-02,
U0413,PL1050,view,0,2025-03-07,
U0153,PL1041,view,0,2025-07-16,
U0307,PL1017,click,0,2024-04-13,
U0121,PL1023,view,0,2025-04-21,
U0240,PL1003,view,0,2025-02-26,
