hospital_id,name,state,city,pincode,bed_count,specialties,address,latitude,longitude,is_empanelled_public,created_at
H200154,New Delhi Health Institute 9362,Delhi,New Delhi,300154,951,"Neurology,Gastroenterology,Oncology,Nephrology,Pediatrics",167 New Delhi Medical Road,25.394294,78.088513,no,2025-09-30
H200155,Mumbai Health Institute 8253,Maharashtra,Mumbai,300155,970,"Orthopedics,Pediatrics",256 Mumbai Medical Road,23.687026,81.948366,no,2025-09-30
H200156,Gurgaon Health Institute 9370,Haryana,Gurgaon,300156,513,"Nephrology,Orthopedics,Oncology",58 Gurgaon Medical Road,12.886908,73.564383,yes,2025-09-30
H200157,Faridabad Health Institute 5794,Haryana,Faridabad,300157,309,"Gastroenterology,Neurology,Oncology,ENT,Cardiology",264 Faridabad Medical Road,13.521513,76.578739,no,2025-09-30
H200158,Raipur Health Institute 9347,Chhattisgarh,Raipur,300158,152,"Neurology,Cardiology",22 Raipur Medical Road,29.692864,74.844753,no,2025-09-30
H200159,Ranchi Health Institute 2571,Jharkhand,Ranchi,300159,329,"Gastroenterology,Orthopedics,ENT",27 Ranchi Medical Road,20.577935,87.755797,no,2025-09-30
H200160,Kochi Health Institute 9133,Kerala,Kochi,300160,884,"Neurology,Cardiology",9 Kochi Medical Road,28.272156,74.534301,yes,2025-09-30
H200161,Vadodara Health Institute 7009,Gujarat,Vadodara,300161,1030,"Pediatrics,ENT",243 Vadodara Medical Road,23.223356,79.724098,no,2025-09-30
H200162,Tiruchirappalli Health Institute 3844,Tamil Nadu,Tiruchirappalli,300162,1025,"General Medicine,Nephrology,Pediatrics,Gastroenterology",25 Tiruchirappalli Medical Road,8.07026,85.612759,no,2025-09-30
H200163,Guwahati Health Institute 3237,Assam,Guwahati,300163,970,"Oncology,General Medicine,Nephrology,ENT,Cardiology",273 Guwahati Medical Road,27.45258,72.263052,no,2025-09-30
H200164,Lucknow Health Institute 8080,Uttar Pradesh,Lucknow,300164,787,"Gastroenterology,Nephrology",256 Lucknow Medical Road,22.551959,72.925125,no,2025-09-30
H200165,Warangal Health Institute 9047,Telangana,Warangal,300165,944,"Cardiology,ENT,General Medicine,Gastroenterology",240 Warangal Medical Road,16.114984,86.534841,no,2025-09-30
H200166,Tiruchirappalli Health Institute 9971,Tamil Nadu,Tiruchirappalli,300166,552,"Oncology,General Medicine,Pediatrics,Cardiology",33 Tiruchirappalli Medical Road,17.209215,77.492979,no,2025-09-30
H200167,Mangalore Health Institute 687,Karnataka,Mangalore,300167,750,"Pediatrics,Neurology",12 Mangalore Medical Road,20.899005,83.04536,yes,2025-09-30
H200168,Raipur Health Institute 9949,Chhattisgarh,Raipur,300168,1192,"Orthopedics,Neurology",300 Raipur Medical Road,29.723495,81.273875,no,2025-09-30
H200169,Patna Health Institute 2530,Bihar,Patna,300169,942,"Nephrology,Orthopedics,Pediatrics,General Medicine,Gastroenterology",141 Patna Medical Road,16.251495,70.411214,no,2025-09-30
H200170,Agra Health Institute 4235,Uttar Pradesh,Agra,300170,939,"Cardiology,General Medicine,ENT,Orthopedics",163 Agra Medical Road,21.183006,87.532843,no,2025-09-30
H200171,Kanpur Health Institute 7063,Uttar Pradesh,Kanpur,300171,1155,"ENT,Nephrology,Oncology,Cardiology",58 Kanpur Medical Road,31.821767,75.03319,no,2025-09-30
H200172,Tiruchirappalli Health Institute 1184,Tamil Nadu,Tiruchirappalli,300172,379,"Oncology,Orthopedics,Neurology,Gastroenterology",69 Tiruchirappalli Medical Road,9.002941,73.661692,no,2025-09-30
H200173,Chennai Health Institute 4487,Tamil Nadu,Chennai,300173,29,"Oncology,Gastroenterology,Neurology,Pediatrics,Cardiology",52 Chennai Medical Road,25.83505,71.135849,no,2025-09-30
H200174,North Delhi Health Institute 4817,Delhi,North Delhi,300174,698,"ENT,Neurology",48 North Delhi Medical Road,31.920986,72.114009,no,2025-09-30
H200175,Surat Health Institute 6847,Gujarat,Surat,300175,398,"Gastroenterology,ENT,Nephrology,General Medicine",84 Surat Medical Road,14.325152,72.204903,no,2025-09-30
H200176,Lucknow Health Institute 5083,Uttar Pradesh,Lucknow,300176,248,"Oncology,General Medicine,Neurology,Orthopedics,ENT",3 Lucknow Medical Road,32.342707,83.420357,no,2025-09-30
H200177,Guwahati Health Institute 417,Assam,Guwahati,300177,220,"ENT,Nephrology,Pediatrics,Cardiology",50 Guwahati Medical Road,30.497991,82.762294,no,2025-09-30
H200178,Cuttack Health Institute 2642,Odisha,Cuttack,300178,24,"Neurology,Orthopedics,Nephrology,Pediatrics",187 Cuttack Medical Road,12.307147,74.348458,yes,2025-09-30
H200179,Hyderabad Health Institute 990,Telangana,Hyderabad,300179,70,"Nephrology,General Medicine",240 Hyderabad Medical Road,11.649754,71.42817,no,2025-09-30
H200180,Siliguri Health Institute 8894,West Bengal,Siliguri,300180,1098,"ENT,Gastroenterology,Oncology,General Medicine",194 Siliguri Medical Road,10.398187,79.836703,no,2025-09-30
H200181,Bhubaneswar Health Institute 9756,Odisha,Bhubaneswar,300181,799,"Pediatrics,Oncology",154 Bhubaneswar Medical Road,24.709283,84.840786,no,2025-09-30
H200182,Guwahati Health Institute 1365,Assam,Guwahati,300182,439,"Neurology,Oncology",172 Guwahati Medical Road,18.259456,86.467049,no,2025-09-30
H200183,Guwahati Health Institute 3062,Assam,Guwahati,300183,887,"Cardiology,Gastroenterology,Nephrology",254 Guwahati Medical Road,17.109895,76.544902,no,2025-09-30
H200184,Gurgaon Health Institute 2861,Haryana,Gurgaon,300184,89,"ENT,General Medicine",190 Gurgaon Medical Road,15.041286,73.529515,no,2025-09-30
H200185,Mangalore Health Institute 9758,Karnataka,Mangalore,300185,614,"Oncology,Cardiology,Orthopedics",150 Mangalore Medical Road,21.451642,80.421355,no,2025-09-30
H200186,Jodhpur Health Institute 2841,Rajasthan,Jodhpur,300186,839,"Neurology,Cardiology,Nephrology,Gastroenterology",52 Jodhpur Medical Road,30.361774,71.205645,no,2025-09-30
H200187,Chandigarh Health Institute 6121,Punjab,Chandigarh,300187,409,"Cardiology,General Medicine",104 Chandigarh Medical Road,26.521986,79.318199,no,2025-09-30
H200188,Guwahati Health Institute 9239,Assam,Guwahati,300188,422,"Nephrology,General Medicine",287 Guwahati Medical Road,24.87178,69.794837,no,2025-09-30
H200189,Siliguri Health Institute 4747,West Bengal,Siliguri,300189,692,"Pediatrics,Oncology,General Medicine,Gastroenterology,Neurology",145 Siliguri Medical Road,12.10758,83.599647,no,2025-09-30
H200190,Ranchi Health Institute 705,Jharkhand,Ranchi,300190,671,"General Medicine,Neurology,Gastroenterology,Pediatrics,ENT",200 Ranchi Medical Road,28.318606,82.702112,yes,2025-09-30
H200191,Amritsar Health Institute 4181,Punjab,Amritsar,300191,238,"Pediatrics,Nephrology,Gastroenterology,Neurology",257 Amritsar Medical Road,14.157048,71.274249,no,2025-09-30
H200192,Surat Health Institute 1023,Gujarat,Surat,300192,689,"Cardiology,General Medicine,Gastroenterology,Pediatrics",68 Surat Medical Road,29.044474,87.192841,no,2025-09-30
H200193,Gaya Health Institute 6659,Bihar,Gaya,300193,372,"General Medicine,Gastroenterology,Oncology,ENT",134 Gaya Medical Road,8.736764,87.127903,no,2025-09-30
H200194,Guwahati Health Institute 2657,Assam,Guwahati,300194,1108,"ENT,Cardiology,General Medicine,Pediatrics",5 Guwahati Medical Road,14.233383,72.057425,no,2025-09-30
H200195,Amritsar Health Institute 952,Punjab,Amritsar,300195,1052,"Gastroenterology,Nephrology,Cardiology",89 Amritsar Medical Road,22.784836,75.030245,no,2025-09-30
H200196,Gurgaon Health Institute 4324,Haryana,Gurgaon,300196,740,"ENT,Orthopedics,Oncology",245 Gurgaon Medical Road,9.619748,82.232465,no,2025-09-30
H200197,North Delhi Health Institute 1664,Delhi,North Delhi,300197,430,"Cardiology,Pediatrics",12 North Delhi Medical Road,22.252192,80.398909,no,2025-09-30
H200198,Kanpur Health Institute 1235,Uttar Pradesh,Kanpur,300198,1051,"ENT,Cardiology,Orthopedics,Oncology",219 Kanpur Medical Road,14.703703,76.398645,no,2025-09-30
H200199,Noida Health Institute 5836,Uttar Pradesh,Noida,300199,846,"Nephrology,Oncology,General Medicine,Neurology",121 Noida Medical Road,32.388194,83.229331,no,2025-09-30
H200200,Ranchi Health Institute 2630,Jharkhand,Ranchi,300200,824,"Nephrology,Orthopedics,ENT",68 Ranchi Medical Road,12.278786,68.613596,no,2025-09-30
H200201,Gaya Health Institute 5405,Bihar,Gaya,300201,393,"Gastroenterology,General Medicine,Pediatrics",135 Gaya Medical Road,9.268359,68.93195,no,2025-09-30
H200202,Ludhiana Health Institute 5783,Punjab,Ludhiana,300202,273,"Cardiology,Neurology,Pediatrics,Oncology",75 Ludhiana Medical Road,10.338523,85.172482,no,2025-09-30
H200203,Udaipur Health Institute 35,Rajasthan,Udaipur,300203,611,"General Medicine,Pediatrics",112 Udaipur Medical Road,11.292626,75.67458,no,2025-09-30
H200204,Guwahati Health Institute 6664,Assam,Guwahati,300204,1000,"Oncology,Cardiology,Gastroenterology,ENT",75 Guwahati Medical Road,14.827181,74.280821,no,2025-09-30
H200205,Mangalore Health Institute 9153,Karnataka,Mangalore,300205,154,"Oncology,Pediatrics,Orthopedics",37 Mangalore Medical Road,20.83816,75.661292,no,2025-09-30
H200206,Madurai Health Institute 5129,Tamil Nadu,Madurai,300206,463,"Gastroenterology,General Medicine",11 Madurai Medical Road,29.018906,77.645051,no,2025-09-30
H200207,Kozhikode Health Institute 2248,Kerala,Kozhikode,300207,609,"Cardiology,Orthopedics,Nephrology,Gastroenterology",269 Kozhikode Medical Road,23.426834,82.530083,yes,2025-09-30
H200208,Thiruvananthapuram Health Institute 8876,Kerala,Thiruvananthapuram,300208,525,"Neurology,ENT,Orthopedics,Cardiology",9 Thiruvananthapuram Medical Road,13.266775,73.587187,no,2025-09-30
H200209,Cuttack Health Institute 6459,Odisha,Cuttack,300209,525,"Nephrology,ENT,Oncology,Gastroenterology",210 Cuttack Medical Road,28.985502,71.24874,no,2025-09-30
H200210,South Delhi Health Institute 4571,Delhi,South Delhi,300210,1077,"Neurology,Gastroenterology,ENT",83 South Delhi Medical Road,15.985499,80.972255,yes,2025-09-30
H200211,Kozhikode Health Institute 3794,Kerala,Kozhikode,300211,815,"ENT,Cardiology,General Medicine,Gastroenterology",20 Kozhikode Medical Road,18.714763,76.492822,no,2025-09-30
H200212,Mumbai Health Institute 2928,Maharashtra,Mumbai,300212,601,"Gastroenterology,Oncology,Orthopedics",75 Mumbai Medical Road,26.932173,81.006521,no,2025-09-30
H200213,South Delhi Health Institute 9699,Delhi,South Delhi,300213,43,"Cardiology,Nephrology,Gastroenterology,ENT",30 South Delhi Medical Road,17.56151,87.7216,yes,2025-09-30
H200214,Guwahati Health Institute 5173,Assam,Guwahati,300214,121,"Pediatrics,Oncology,ENT",136 Guwahati Medical Road,21.986539,78.723517,no,2025-09-30
H200215,Amritsar Health Institute 3994,Punjab,Amritsar,300215,396,"General Medicine,Nephrology,Oncology,Cardiology,Neurology",274 Amritsar Medical Road,17.453703,77.468696,no,2025-09-30
H200216,Guwahati Health Institute 9715,Assam,Guwahati,300216,676,"Nephrology,General Medicine,ENT,Cardiology",237 Guwahati Medical Road,15.810455,72.566168,no,2025-09-30
H200217,Guwahati Health Institute 2647,Assam,Guwahati,300217,320,"Oncology,Orthopedics,Cardiology",98 Guwahati Medical Road,24.945379,78.080912,yes,2025-09-30
H200218,Vadodara Health Institute 4282,Gujarat,Vadodara,300218,233,"Oncology,Gastroenterology",129 Vadodara Medical Road,30.578967,81.055472,no,2025-09-30
H200219,Raipur Health Institute 7624,Chhattisgarh,Raipur,300219,373,"Gastroenterology,ENT,Neurology",23 Raipur Medical Road,21.992155,70.068374,no,2025-09-30
H200220,Mangalore Health Institute 7746,Karnataka,Mangalore,300220,868,"Nephrology,Gastroenterology,Pediatrics,Orthopedics",220 Mangalore Medical Road,9.777907,85.171993,no,2025-09-30
H200221,Warangal Health Institute 725,Telangana,Warangal,300221,60,"Oncology,Cardiology,Neurology",175 Warangal Medical Road,30.851455,68.92484,no,2025-09-30
H200222,Jaipur Health Institute 5366,Rajasthan,Jaipur,300222,876,"Neurology,Cardiology,General Medicine,Gastroenterology,Nephrology",267 Jaipur Medical Road,24.261006,82.50541,no,2025-09-30
H200223,Vadodara Health Institute 8686,Gujarat,Vadodara,300223,347,"General Medicine,Orthopedics,Nephrology,Oncology,Pediatrics",251 Vadodara Medical Road,29.858914,80.406767,no,2025-09-30
H200224,Guwahati Health Institute 1695,Assam,Guwahati,300224,501,"General Medicine,Nephrology,Oncology,Cardiology,Neurology",181 Guwahati Medical Road,31.042042,72.380635,no,2025-09-30
H200225,Ahmedabad Health Institute 5846,Gujarat,Ahmedabad,300225,839,"Orthopedics,Pediatrics,Oncology,ENT,General Medicine",189 Ahmedabad Medical Road,15.903553,81.092981,no,2025-09-30
H200226,Agra Health Institute 3972,Uttar Pradesh,Agra,300226,454,"Gastroenterology,Pediatrics,Nephrology,General Medicine",234 Agra Medical Road,9.357699,83.774499,no,2025-09-30
H200227,South Delhi Health Institute 1874,Delhi,South Delhi,300227,60,"Neurology,Oncology",106 South Delhi Medical Road,26.228169,69.672702,yes,2025-09-30
H200228,Chennai Health Institute 2139,Tamil Nadu,Chennai,300228,909,"Nephrology,ENT,Gastroenterology,Neurology",143 Chennai Medical Road,31.279589,86.745383,no,2025-09-30
H200229,Coimbatore Health Institute 8828,Tamil Nadu,Coimbatore,300229,526,"ENT,General Medicine,Orthopedics",194 Coimbatore Medical Road,11.190499,82.023486,no,2025-09-30
H200230,Hyderabad Health Institute 1112,Telangana,Hyderabad,300230,710,"Nephrology,Pediatrics",283 Hyderabad Medical Road,8.000295,72.290297,no,2025-09-30
H200231,New Delhi Health Institute 7792,Delhi,New Delhi,300231,585,"Neurology,Pediatrics,General Medicine",108 New Delhi Medical Road,18.357037,87.723842,no,2025-09-30
H200232,Nashik Health Institute 7247,Maharashtra,Nashik,300232,760,"Pediatrics,ENT,General Medicine",286 Nashik Medical Road,15.680796,78.386396,no,2025-09-30
H200233,Patna Health Institute 5626,Bihar,Patna,300233,573,"Neurology,Orthopedics,Oncology,ENT,Gastroenterology",199 Patna Medical Road,22.833037,70.245406,yes,2025-09-30
H200234,Ahmedabad Health Institute 3878,Gujarat,Ahmedabad,300234,628,"Cardiology,ENT",57 Ahmedabad Medical Road,19.327377,76.119936,yes,2025-09-30
H200235,Faridabad Health Institute 4040,Haryana,Faridabad,300235,1117,"General Medicine,Orthopedics,Gastroenterology,Cardiology",192 Faridabad Medical Road,29.717654,81.981746,no,2025-09-30
H200236,Aurangabad Health Institute 2324,Maharashtra,Aurangabad,300236,947,"Gastroenterology,Pediatrics,Oncology",246 Aurangabad Medical Road,14.351288,85.240641,no,2025-09-30
H200237,Kolkata Health Institute 7721,West Bengal,Kolkata,300237,866,"ENT,Nephrology,Pediatrics,General Medicine",200 Kolkata Medical Road,30.615137,70.49126,yes,2025-09-30
H200238,Pune Health Institute 9087,Maharashtra,Pune,300238,682,"Neurology,Cardiology,Orthopedics",168 Pune Medical Road,18.788099,80.26941,no,2025-09-30
H200239,Gaya Health Institute 8911,Bihar,Gaya,300239,796,"Orthopedics,General Medicine,Pediatrics,Cardiology,ENT",106 Gaya Medical Road,24.533714,84.361414,yes,2025-09-30
H200240,Madurai Health Institute 4832,Tamil Nadu,Madurai,300240,366,"Nephrology,Pediatrics,General Medicine,Orthopedics,Neurology",119 Madurai Medical Road,23.470211,76.956584,no,2025-09-30
H200241,Asansol Health Institute 1055,West Bengal,Asansol,300241,331,"Gastroenterology,ENT,Oncology,Orthopedics,General Medicine",52 Asansol Medical Road,17.192262,70.014604,yes,2025-09-30
H200242,Ranchi Health Institute 8876,Jharkhand,Ranchi,300242,855,"Neurology,Gastroenterology,Orthopedics,Nephrology,Pediatrics",202 Ranchi Medical Road,30.770861,76.144073,no,2025-09-30
H200243,Vadodara Health Institute 3505,Gujarat,Vadodara,300243,765,"Oncology,ENT,Pediatrics,Nephrology",206 Vadodara Medical Road,20.050364,81.492385,yes,2025-09-30
H200244,Guwahati Health Institute 1227,Assam,Guwahati,300244,234,"Gastroenterology,Cardiology,Nephrology,General Medicine",267 Guwahati Medical Road,25.983828,81.592061,no,2025-09-30
H200245,Thiruvananthapuram Health Institute 8064,Kerala,Thiruvananthapuram,300245,240,"Oncology,General Medicine,Pediatrics",146 Thiruvananthapuram Medical Road,25.842004,83.168622,no,2025-09-30
H200246,Gaya Health Institute 6366,Bihar,Gaya,300246,54,"General Medicine,ENT,Gastroenterology,Neurology",286 Gaya Medical Road,9.283953,81.242575,no,2025-09-30
H200247,Guwahati Health Institute 7337,Assam,Guwahati,300247,837,"Nephrology,Oncology,Orthopedics",95 Guwahati Medical Road,8.079481,78.573584,no,2025-09-30
H200248,Vadodara Health Institute 6280,Gujarat,Vadodara,300248,851,"Pediatrics,Orthopedics,Neurology,Gastroenterology",195 Vadodara Medical Road,16.101847,77.251168,no,2025-09-30
H200249,Patna Health Institute 9194,Bihar,Patna,300249,349,"Nephrology,Gastroenterology,General Medicine",71 Patna Medical Road,30.767812,73.473885,no,2025-09-30
H200250,Mysuru Health Institute 3718,Karnataka,Mysuru,300250,168,"General Medicine,Oncology,Gastroenterology,Neurology",209 Mysuru Medical Road,30.182611,81.169512,no,2025-09-30
H200251,Tiruchirappalli Health Institute 5640,Tamil Nadu,Tiruchirappalli,300251,1116,"ENT,Neurology,Pediatrics",132 Tiruchirappalli Medical Road,20.959538,85.838488,no,2025-09-30
H200252,Jodhpur Health Institute 4568,Rajasthan,Jodhpur,300252,1084,"ENT,Pediatrics,Nephrology",170 Jodhpur Medical Road,31.696813,71.707404,yes,2025-09-30
H200253,Agra Health Institute 6825,Uttar Pradesh,Agra,300253,94,"Orthopedics,Oncology,Neurology,ENT",165 Agra Medical Road,22.457397,84.658149,no,2025-09-30
H200254,Thiruvananthapuram Health Institute 5099,Kerala,Thiruvananthapuram,300254,922,"Gastroenterology,General Medicine,Oncology,Nephrology,Pediatrics",212 Thiruvananthapuram Medical Road,13.728251,84.94991,yes,2025-09-30
H200255,Ranchi Health Institute 9040,Jharkhand,Ranchi,300255,1178,"ENT,Gastroenterology,Cardiology,Neurology",212 Ranchi Medical Road,12.335595,74.150305,no,2025-09-30
H200256,Amritsar Health Institute 1567,Punjab,Amritsar,300256,371,"Gastroenterology,Pediatrics",157 Amritsar Medical Road,16.286389,82.466787,yes,2025-09-30
H200257,Chandigarh Health Institute 2485,Punjab,Chandigarh,300257,143,"Orthopedics,Gastroenterology,Neurology,Cardiology",250 Chandigarh Medical Road,20.897347,86.275763,no,2025-09-30
H200258,Patna Health Institute 9632,Bihar,Patna,300258,951,"Cardiology,Nephrology,Oncology,ENT,General Medicine",131 Patna Medical Road,8.3479,87.888487,no,2025-09-30
H200259,Raipur Health Institute 3393,Chhattisgarh,Raipur,300259,942,"Cardiology,Orthopedics,Oncology",1 Raipur Medical Road,17.052364,70.996426,no,2025-09-30
H200260,Jodhpur Health Institute 4417,Rajasthan,Jodhpur,300260,1137,"Nephrology,ENT",289 Jodhpur Medical Road,17.153422,76.853325,no,2025-09-30
H200261,Gaya Health Institute 8225,Bihar,Gaya,300261,497,"Pediatrics,Orthopedics,General Medicine,ENT,Cardiology",271 Gaya Medical Road,19.033262,71.45546,yes,2025-09-30
H200262,Nagpur Health Institute 7046,Maharashtra,Nagpur,300262,170,"Neurology,Cardiology,Nephrology",23 Nagpur Medical Road,22.646648,68.407144,no,2025-09-30
H200263,Guwahati Health Institute 9673,Assam,Guwahati,300263,840,"Oncology,ENT,Orthopedics,Cardiology",144 Guwahati Medical Road,15.135743,68.412864,no,2025-09-30
H200264,New Delhi Health Institute 7814,Delhi,New Delhi,300264,472,"Nephrology,General Medicine,Neurology",202 New Delhi Medical Road,24.117177,68.818182,no,2025-09-30
H200265,Patna Health Institute 5787,Bihar,Patna,300265,930,"Oncology,Orthopedics,Neurology,ENT,Gastroenterology",89 Patna Medical Road,31.830255,68.926582,no,2025-09-30
H200266,Kanpur Health Institute 5386,Uttar Pradesh,Kanpur,300266,353,"Oncology,Pediatrics,Gastroenterology,Nephrology",158 Kanpur Medical Road,25.899065,71.088184,no,2025-09-30
H200267,Raipur Health Institute 4158,Chhattisgarh,Raipur,300267,669,"Nephrology,Oncology,General Medicine",22 Raipur Medical Road,14.447454,72.757808,yes,2025-09-30
H200268,Cuttack Health Institute 1437,Odisha,Cuttack,300268,661,"Nephrology,General Medicine,Orthopedics,Oncology",52 Cuttack Medical Road,32.183862,73.732337,no,2025-09-30
H200269,Hyderabad Health Institute 3480,Telangana,Hyderabad,300269,1180,"Orthopedics,Pediatrics,Gastroenterology,Neurology",21 Hyderabad Medical Road,28.812957,74.163919,no,2025-09-30
H200270,Udaipur Health Institute 5079,Rajasthan,Udaipur,300270,376,"General Medicine,ENT,Neurology,Cardiology",242 Udaipur Medical Road,32.353453,71.125681,no,2025-09-30
H200271,Bhubaneswar Health Institute 2900,Odisha,Bhubaneswar,300271,667,"Gastroenterology,ENT,Pediatrics,Nephrology,Oncology",209 Bhubaneswar Medical Road,17.993692,70.065438,no,2025-09-30
H200272,Kochi Health Institute 2587,Kerala,Kochi,300272,126,"Orthopedics,Nephrology,Gastroenterology,Neurology",112 Kochi Medical Road,19.350523,73.354966,no,2025-09-30
H200273,Raipur Health Institute 184,Chhattisgarh,Raipur,300273,549,"General Medicine,Pediatrics,ENT",78 Raipur Medical Road,13.138014,84.075827,no,2025-09-30
H200274,Amritsar Health Institute 2255,Punjab,Amritsar,300274,649,"Oncology,Pediatrics",209 Amritsar Medical Road,12.678603,84.652137,no,2025-09-30
H200275,Raipur Health Institute 3460,Chhattisgarh,Raipur,300275,62,"Gastroenterology,General Medicine,Pediatrics,Cardiology",66 Raipur Medical Road,15.780849,83.239559,no,2025-09-30
H200276,Faridabad Health Institute 5048,Haryana,Faridabad,300276,898,"Nephrology,Neurology,General Medicine,Gastroenterology",92 Faridabad Medical Road,12.602717,81.209575,no,2025-09-30
H200277,Lucknow Health Institute 1161,Uttar Pradesh,Lucknow,300277,581,"General Medicine,ENT",164 Lucknow Medical Road,22.884404,73.11368,no,2025-09-30
H200278,Jaipur Health Institute 6446,Rajasthan,Jaipur,300278,530,"Cardiology,ENT,Pediatrics,Neurology",32 Jaipur Medical Road,14.176267,87.004163,no,2025-09-30
H200279,Tiruchirappalli Health Institute 5509,Tamil Nadu,Tiruchirappalli,300279,66,"ENT,Orthopedics,Nephrology",69 Tiruchirappalli Medical Road,18.720276,87.123026,no,2025-09-30
H200280,Chennai Health Institute 9255,Tamil Nadu,Chennai,300280,356,"Neurology,Cardiology,Gastroenterology",143 Chennai Medical Road,26.145714,70.482012,no,2025-09-30
H200281,Ranchi Health Institute 2816,Jharkhand,Ranchi,300281,641,"Neurology,Oncology,Nephrology,General Medicine,Gastroenterology",73 Ranchi Medical Road,10.737459,79.314148,no,2025-09-30
H200282,Nagpur Health Institute 3053,Maharashtra,Nagpur,300282,143,"Gastroenterology,Oncology,Orthopedics,Pediatrics,Nephrology",219 Nagpur Medical Road,17.858032,69.02371,no,2025-09-30
H200283,Patna Health Institute 7622,Bihar,Patna,300283,754,"Nephrology,Pediatrics,ENT,Orthopedics",33 Patna Medical Road,19.285,87.479042,no,2025-09-30
H200284,Hubli Health Institute 5485,Karnataka,Hubli,300284,315,"Oncology,ENT,Gastroenterology,Orthopedics",176 Hubli Medical Road,19.654965,78.543942,yes,2025-09-30
H200285,Mysuru Health Institute 968,Karnataka,Mysuru,300285,321,"Neurology,Orthopedics,Nephrology",115 Mysuru Medical Road,12.384295,74.745298,no,2025-09-30
H200286,Vadodara Health Institute 2740,Gujarat,Vadodara,300286,649,"Neurology,Gastroenterology,Oncology,Pediatrics",105 Vadodara Medical Road,28.117759,80.107705,no,2025-09-30
H200287,Hyderabad Health Institute 1145,Telangana,Hyderabad,300287,771,"Neurology,Gastroenterology,ENT,Pediatrics",55 Hyderabad Medical Road,31.981175,82.261647,no,2025-09-30
H200288,Bhubaneswar Health Institute 684,Odisha,Bhubaneswar,300288,650,"Orthopedics,ENT,General Medicine,Cardiology",195 Bhubaneswar Medical Road,31.09035,70.445399,no,2025-09-30
H200289,Udaipur Health Institute 9662,Rajasthan,Udaipur,300289,406,"ENT,Oncology",253 Udaipur Medical Road,21.762292,85.385247,no,2025-09-30
H200290,Madurai Health Institute 8707,Tamil Nadu,Madurai,300290,333,"ENT,Nephrology",137 Madurai Medical Road,30.05338,78.288245,no,2025-09-30
H200291,Hyderabad Health Institute 281,Telangana,Hyderabad,300291,160,"Gastroenterology,Nephrology,ENT,Pediatrics",8 Hyderabad Medical Road,12.999375,79.781563,no,2025-09-30
H200292,Bhubaneswar Health Institute 3730,Odisha,Bhubaneswar,300292,803,"Gastroenterology,ENT",71 Bhubaneswar Medical Road,10.645306,84.840079,no,2025-09-30
H200293,Nashik Health Institute 513,Maharashtra,Nashik,300293,349,"Pediatrics,Oncology,Nephrology,ENT,Gastroenterology",155 Nashik Medical Road,17.515518,84.683563,no,2025-09-30
H200294,Nashik Health Institute 7157,Maharashtra,Nashik,300294,1055,"General Medicine,Orthopedics,Pediatrics,Gastroenterology",148 Nashik Medical Road,32.303733,75.785481,no,2025-09-30
H200295,Ahmedabad Health Institute 5740,Gujarat,Ahmedabad,300295,833,"Neurology,Gastroenterology,Nephrology,ENT",187 Ahmedabad Medical Road,29.313606,69.407412,no,2025-09-30
H200296,Udaipur Health Institute 5044,Rajasthan,Udaipur,300296,276,"ENT,Pediatrics,Nephrology,Gastroenterology,Orthopedics",122 Udaipur Medical Road,28.272812,69.537707,no,2025-09-30
H200297,Pune Health Institute 5292,Maharashtra,Pune,300297,862,"Nephrology,Oncology,Pediatrics,Gastroenterology",132 Pune Medical Road,9.089084,78.477788,no,2025-09-30
H200298,Faridabad Health Institute 3361,Haryana,Faridabad,300298,887,"Nephrology,ENT,General Medicine,Cardiology",105 Faridabad Medical Road,23.521919,69.831099,yes,2025-09-30
H200299,Ranchi Health Institute 1947,Jharkhand,Ranchi,300299,864,"General Medicine,Pediatrics,ENT,Orthopedics",43 Ranchi Medical Road,25.700856,74.944397,no,2025-09-30
H200300,Raipur Health Institute 9400,Chhattisgarh,Raipur,300300,1192,"Neurology,Oncology,General Medicine,Gastroenterology",188 Raipur Medical Road,15.926426,74.322055,no,2025-09-30
H200301,Bengaluru Health Institute 1686,Karnataka,Bengaluru,300301,654,"General Medicine,Pediatrics,Gastroenterology,Nephrology,ENT",177 Bengaluru Medical Road,22.676146,85.542861,no,2025-09-30
H200302,Vadodara Health Institute 7944,Gujarat,Vadodara,300302,500,"Orthopedics,Oncology,Gastroenterology,Neurology",38 Vadodara Medical Road,32.07489,75.256024,no,2025-09-30
H200303,Madurai Health Institute 449,Tamil Nadu,Madurai,300303,844,"General Medicine,Pediatrics,ENT,Orthopedics",251 Madurai Medical Road,20.532161,84.796576,no,2025-09-30
H200304,Siliguri Health Institute 5239,West Bengal,Siliguri,300304,1143,"ENT,Oncology,Cardiology,General Medicine",203 Siliguri Medical Road,26.149768,78.023958,no,2025-09-30
H200305,Kozhikode Health Institute 9141,Kerala,Kozhikode,300305,107,"General Medicine,Neurology,Cardiology,Orthopedics",105 Kozhikode Medical Road,31.666842,75.594246,yes,2025-09-30
H200306,Aurangabad Health Institute 4922,Maharashtra,Aurangabad,300306,1147,"Gastroenterology,Orthopedics,Nephrology,Neurology,General Medicine",2 Aurangabad Medical Road,23.633656,79.035879,no,2025-09-30
H200307,New Delhi Health Institute 6168,Delhi,New Delhi,300307,198,"Orthopedics,Cardiology,Nephrology",21 New Delhi Medical Road,17.144319,82.948755,no,2025-09-30
